original.names,new.name,short.name,description,original.variables,design.logical,design.logical.statistical,modification.IDs,associated.modification.IDs.without.resulting.action,known.remaining.dependencies.after.statistical.treatment,suspected.but.untestable.dependencies,networks.of.dependencies,recode.operation.type,condition.human.readable,condition.if.variable.conditioned,first.priority.variable.if.merged,second.priority.variable.if.merged,third.priority.variable.if.merged,fourth.priority.variable.if.merged,recode.operation.Rcode,original.levels,new.levels,recode.pattern,domain
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeHoldKeep,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeHoldKeep,TLI0504,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type HoldKeep,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeHurt,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeHurt,TLI0505,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Hurt,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeInfluenceCause,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeInfluenceCause,TLI0506,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type InfluenceCause,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeIngestion,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeIngestion,TLI0507,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Ingestion,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeJudge,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeJudge,TLI0508,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Judge,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeKill,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeKill,TLI0509,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Kill,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeLaughWink,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeLaughWink,TLI0510,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type LaughWink,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeLose,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeLose,TLI0511,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Lose,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMalchContact,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMalchContact,TLI0512,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type MalchContact,TRUE,TRUE,TRUE,,D-POV-062,,,predicate classes malchukovian semantics,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMalchEffectiveAction,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMalchEffectiveAction,TLI0513,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type MalchEffectiveAction,TRUE,TRUE,TRUE,,D-POV-062,,,predicate classes malchukovian semantics,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMalchEmotion,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMalchEmotion,TLI0514,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type MalchEmotion,TRUE,TRUE,TRUE,,D-POV-062,,,predicate classes malchukovian semantics,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMalchMotion,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMalchMotion,TLI0515,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type MalchMotion,TRUE,TRUE,TRUE,,D-POV-062,,,predicate classes malchukovian semantics,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMalchOther,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMalchOther,TLI0516,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type MalchOther,TRUE,FALSE,FALSE,D-EXMIX-24,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMalchPerceptionCognition,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMalchPerceptionCognition,TLI0517,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type MalchPerceptionCognition,TRUE,TRUE,TRUE,,D-POV-062,,,predicate classes malchukovian semantics,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMalchPursuit,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMalchPursuit,TLI0518,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type MalchPursuit,TRUE,TRUE,TRUE,,D-POV-062,,,predicate classes malchukovian semantics,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMalchSensation,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMalchSensation,TLI0519,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type MalchSensation,TRUE,TRUE,TRUE,,D-POV-062,,,predicate classes malchukovian semantics,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMeasure,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMeasure,TLI0520,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Measure,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeModality,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeModality,TLI0521,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Modality,TRUE,FALSE,FALSE,A-IV2,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMotion,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeMotion,TLI0522,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Motion,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeName,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeName,TLI0523,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Name,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeNecessity,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeNecessity,TLI0524,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Necessity,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeObligation,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeObligation,TLI0525,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Obligation,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypePerception,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypePerception,TLI0526,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Perception,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypePersuit,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypePersuit,TLI0527,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Persuit,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypePossession,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypePossession,TLI0528,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Possession,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypePushPull,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypePushPull,TLI0529,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type PushPull,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypePutPourSprayLoadFill,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypePutPourSprayLoadFill,TLI0530,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type PutPourSprayLoadFill,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeQuality,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeQuality,TLI0531,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Quality,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeRemoveWipeClear,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeRemoveWipeClear,TLI0532,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type RemoveWipeClear,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeScentEmission,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeScentEmission,TLI0533,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type ScentEmission,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSeem,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSeem,TLI0534,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Seem,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSendCarryBringTake,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSendCarryBringTake,TLI0535,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type SendCarryBringTake,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSensation,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSensation,TLI0536,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Sensation,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSeparateDisassemble,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSeparateDisassemble,TLI0537,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type SeparateDisassemble,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSleep,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSleep,TLI0538,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Sleep,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSocialInteraction,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSocialInteraction,TLI0539,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type SocialInteraction,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSoundEmission,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSoundEmission,TLI0540,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type SoundEmission,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSpatialPosition,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSpatialPosition,TLI0541,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type SpatialPosition,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSpreadApply,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeSpreadApply,TLI0542,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type SpreadApply,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeTouch,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeTouch,TLI0543,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Touch,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeUse,o_autotyp_PredicateClassesSemanticsPerLanguage_HasPredicateClassWithVerbsOfTypeUse,TLI0544,autotyp_PredicateClassesSemanticsPerLanguage: Has Predicate Class With Verbs Of Type Use,TRUE,FALSE,FALSE,D-POV-062,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_PredicateClassesSemanticsPerLanguage_PredicateClassesCount,o_autotyp_PredicateClassesSemanticsPerLanguage_PredicateClassesCount,TLI0545,autotyp_PredicateClassesSemanticsPerLanguage: Predicate Classes Count,TRUE,FALSE,FALSE,D-AUTOTYPMOD-30,,,,,include without modification,none,,,,,,,1 9;2 8;3 7;4 6;5 5;6 4;7 38;8 3;9 26;10 2;11 16;12 15;13 14;14 13;15 12;16 1;17 ?,,,Morphosyntax
lexibank_ArmAndHand,o_lexibank_ArmAndHand,TLI0546,Lexibank: Arm And Hand,TRUE,FALSE,FALSE,D-ENLEWA-03,,,,,include without modification,none,,,,,,,1 True;2 False;3 ?,,,Lexicon
lexibank_BarkAndSkin,o_lexibank_BarkAndSkin,TLI0547,Lexibank: Bark And Skin,TRUE,TRUE,FALSE,S-LEX-06,D-POV-009,,,,include without modification,none,,,,,,,1 True;2 False;3 ?,,,Lexicon
lexibank_BowInElbow,o_lexibank_BowInElbow,TLI0548,Lexibank: Bow In Elbow,TRUE,FALSE,FALSE,A-IV2,,,,,include without modification,none,,,,,,,1 True;2 False;3 ?,,,Lexicon
lexibank_CommonSubstringInBoyAndGirl,o_lexibank_CommonSubstringInBoyAndGirl,TLI0549,Lexibank: Common Substring In Boy And Girl,TRUE,TRUE,TRUE,,S-LEX-04,S-LEX-04,,,include without modification,none,,,,,,,1 True;2 False;3 ?,,,Lexicon
lexibank_CommonSubstringInElbowAndKnee,o_lexibank_CommonSubstringInElbowAndKnee,TLI0550,Lexibank: Common Substring In Elbow And Knee,TRUE,FALSE,FALSE,D-POV-008,,,,,include without modification,none,,,,,,,1 True;2 False;3 ?,,,Lexicon
lexibank_CommonSubstringInFearAndSurprise,o_lexibank_CommonSubstringInFearAndSurprise,TLI0551,Lexibank: Common Substring In Fear And Surprise,TRUE,FALSE,FALSE,A-IV1,,,,,include without modification,none,,,,,,,1 True;2 False;3 ?,,,Lexicon
lexibank_CommonSubstringInManAndWoman,o_lexibank_CommonSubstringInManAndWoman,TLI0552,Lexibank: Common Substring In Man And Woman,TRUE,TRUE,TRUE,,S-LEX-04,S-LEX-04,,,include without modification,none,,,,,,,1 True;2 False;3 ?,,,Lexicon
lexibank_ConsonantQualitySize,o_lexibank_ConsonantQualitySize,TLI0553,Lexibank: Consonant Quality Size,TRUE,FALSE,FALSE,D-LEXIMP-0,,,,,include without modification,none,,,,,,,1 98;2 9;3 8;4 75;5 7;6 60;7 59;8 53;9 52;10 51;11 50;12 48;13 46;14 45;15 44;16 43;17 42;18 41;19 40;20 39;21 38;22 37;23 36;24 35;25 34;26 33;27 32;28 31;29 30;30 29;31 28;32 27;33 26;34 25;35 24;36 23;37 22;38 21;39 20;40 19;41 18;42 17;43 16;44 15;45 14;46 13;47 12;48 11;49 10;50 ?,,,Phonology
lexibank_ConsonantSize,o_lexibank_ConsonantSize,TLI0554,Lexibank: Consonant Size,TRUE,FALSE,FALSE,D-LEXIMP-0,,,,,include without modification,none,,,,,,,1 99;2 91;3 9;4 8;5 75;6 71;7 7;8 60;9 54;10 53;11 52;12 51;13 50;14 48;15 46;16 45;17 44;18 43;19 42;20 41;21 40;22 39;23 38;24 37;25 36;26 35;27 34;28 33;29 32;30 31;31 30;32 29;33 28;34 27;35 26;36 25;37 24;38 23;39 22;40 21;41 20;42 19;43 18;44 17;45 16;46 15;47 14;48 13;49 12;50 11;51 10;52 ?,,,Phonology
lexibank_CornerInElbow,o_lexibank_CornerInElbow,TLI0555,Lexibank: Corner In Elbow,TRUE,FALSE,FALSE,A-IV0,,,,,include without modification,none,,,,,,,1 False;2 ?,,,Lexicon
lexibank_CVQualityRatio,o_lexibank_CVQualityRatio,TLI0556,Lexibank: CV Quality Ratio,TRUE,FALSE,FALSE,D-LEXIMP-0,,,,,include without modification,none,,,,,,,1 9.666666666666666;2 9.333333333333334;3 8.909090909090908;4 8.666666666666666;5 8.571428571428571;6 8.5;7 8.333333333333334;8 8.2;9 8.0;10 7.666666666666667;11 7.6;12 7.571428571428571;13 7.5;14 7.333333333333333;15 7.285714285714286;16 7.25;17 7.0;18 6.833333333333333;19 6.8;20 6.75;21 6.666666666666667;22 6.6;23 6.5;24 6.428571428571429;25 6.4;26 6.333333333333333;27 6.25;28 6.2;29 6.166666666666667;30 6.0;31 5.8;32 5.75;33 5.666666666666667;34 5.6;35 5.571428571428571;36 5.5;37 5.4;38 5.363636363636363;39 5.333333333333333;40 5.25;41 5.2;42 5.166666666666667;43 5.111111111111111;44 5.1;45 5.0;46 4.875;47 4.857142857142857;48 4.833333333333333;49 4.8;50 4.75;51 4.714285714285714;52 4.6875;53 4.666666666666667;54 4.625;55 4.6;56 4.571428571428571;57 4.5;58 4.428571428571429;59 4.4;60 4.333333333333333;61 4.3;62 4.285714285714286;63 4.25;64 4.222222222222222;65 4.2;66 4.181818181818182;67 4.166666666666667;68 4.142857142857143;69 4.125;70 4.0;71 3.909090909090909;72 3.875;73 3.857142857142857;74 3.8333333333333335;75 3.8;76 3.75;77 3.727272727272727;78 3.7142857142857144;79 3.7;80 3.6666666666666665;81 3.625;82 3.6;83 3.5714285714285716;84 3.5555555555555554;85 3.5454545454545454;86 3.5;87 3.4545454545454546;88 3.4444444444444446;89 3.4285714285714284;90 3.4;91 3.375;92 3.3636363636363638;93 3.3333333333333335;94 3.3;95 3.2857142857142856;96 3.272727272727273;97 3.25;98 3.2222222222222223;99 3.2;100 3.1666666666666665;101 3.142857142857143;102 3.125;103 3.111111111111111;104 3.1;105 3.0833333333333335;106 3.0;107 2.933333333333333;108 2.923076923076923;109 2.9166666666666665;110 2.909090909090909;111 2.9;112 2.888888888888889;113 2.875;114 2.857142857142857;115 2.8461538461538463;116 2.8333333333333335;117 2.8181818181818183;118 2.8125;119 2.8;120 2.7857142857142856;121 2.7777777777777777;122 2.769230769230769;123 2.75;124 2.727272727272727;125 2.7142857142857144;126 2.7;127 2.6923076923076925;128 2.6875;129 2.6666666666666665;130 2.642857142857143;131 2.6363636363636362;132 2.625;133 2.6;134 2.5833333333333335;135 2.5714285714285716;136 2.5555555555555554;137 2.5454545454545454;138 2.5384615384615383;139 2.5;140 2.4615384615384617;141 2.4545454545454546;142 2.4444444444444446;143 2.4375;144 2.4285714285714284;145 2.4166666666666665;146 2.4;147 2.3846153846153846;148 2.375;149 2.3636363636363638;150 2.3333333333333335;151 2.3076923076923075;152 2.3;153 2.2857142857142856;154 2.272727272727273;155 2.2666666666666666;156 2.25;157 2.230769230769231;158 2.2222222222222223;159 2.2142857142857144;160 2.2;161 2.1818181818181817;162 2.1666666666666665;163 2.1538461538461537;164 2.142857142857143;165 2.1333333333333333;166 2.125;167 2.111111111111111;168 2.1052631578947367;169 2.1;170 2.090909090909091;171 2.0833333333333335;172 2.076923076923077;173 2.0714285714285716;174 2.0625;175 2.0;176 10.0;177 1.95;178 1.9473684210526316;179 1.9333333333333333;180 1.9285714285714286;181 1.9230769230769231;182 1.9166666666666667;183 1.9090909090909092;184 1.9;185 1.8888888888888888;186 1.8823529411764706;187 1.875;188 1.8571428571428572;189 1.85;190 1.8461538461538463;191 1.8333333333333333;192 1.8181818181818181;193 1.8;194 1.7857142857142858;195 1.7777777777777777;196 1.7692307692307692;197 1.7647058823529411;198 1.75;199 1.7272727272727273;200 1.7142857142857142;201 1.7058823529411764;202 1.7;203 1.6923076923076923;204 1.6666666666666667;205 1.6428571428571428;206 1.6363636363636365;207 1.625;208 1.6153846153846154;209 1.6;210 1.588235294117647;211 1.5833333333333333;212 1.5714285714285714;213 1.5555555555555556;214 1.5454545454545454;215 1.5384615384615385;216 1.5333333333333334;217 1.5;218 1.4761904761904763;219 1.4705882352941178;220 1.4666666666666666;221 1.4615384615384615;222 1.4545454545454546;223 1.4444444444444444;224 1.44;225 1.4375;226 1.4285714285714286;227 1.4210526315789473;228 1.4166666666666667;229 1.4;230 1.3888888888888888;231 1.3846153846153846;232 1.3636363636363635;233 1.3571428571428572;234 1.3529411764705883;235 1.3333333333333333;236 1.3125;237 1.3;238 1.2941176470588236;239 1.2916666666666667;240 1.2727272727272727;241 1.2666666666666666;242 1.25;243 1.2352941176470589;244 1.2222222222222223;245 1.2173913043478262;246 1.2;247 1.1904761904761905;248 1.173913043478261;249 1.1666666666666667;250 1.1538461538461537;251 1.1333333333333333;252 1.125;253 1.1176470588235294;254 1.1;255 1.0833333333333333;256 1.0769230769230769;257 1.0666666666666667;258 1.0454545454545454;259 1.0;260 0.9411764705882353;261 0.9166666666666666;262 0.9090909090909091;263 0.8333333333333334;264 0.8;265 ?,,,Phonology
