"modification.type","modification.ID","design.decision","expectation.tested","motivation.for.test","source","suspected.tendency.confirmed?","requires.statistically.motivated.action","logging.in.known.remaining.dependencies","relative.overlap.vsmall.in.vlarge.sufficient","sufficient.samples.applicable.for.test","passes.bell.test","passes.cohens.d","resulting.modification","relevant.variables","resulting.added.variables","is.added.variable.kept","resulting.removed.variables","variable.1.for.test","variable.2.for.test","test","v1.equals.for.test","v1.unequals.for.test","v2.equals.for.test","v2.unequals.for.test","nr.lgs.v1","nr.lgs.v2","absolute.overlap.v1.v2","relative.overlap.vsmall.in.vlarge","relative.overlap.vlarge.in.vsmall","samples.disregarded.insufficient.lgs.applicable","samples.assessed","mean.d1.across.tested.samples","sd.d1.across.tested.samples","mean.plus.sd.d1.across.tested.samples","mean.d2.across.tested.samples","sd.d2.across.tested.samples","mean.plus.sd.d2.across.tested.samples","mean.baseline.1","mean.baseline.2","d1.baseline1.cohensd","d2.baseline2.cohensd","maximum.sum","minimum.cohensd","minimum.sum","maximum.cohensd"
"logical","L-VER-1","create meta-variable for downstream conditioning or statistical assessement purposes only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB089, GB090, GB091, GB092, GB093, GB094, GB086, GB312, GB082, GB083, GB084","GB770m","no","GB770m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-AGR-ADD","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: adnominal demonstrative agreement with the noun)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition)","GB171, GB185","GB568drm","yes","GB171, GB185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-AGR-APW","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: adnominal property word agreement with the noun)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition)","GB170, GB184","GB567drm","yes","GB170, GB184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-AGR-ART","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: article agreement with the noun) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB550m, GB172, GB186","GB569drmc","yes","GB172, GB186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-AGR-GEN-1","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: NP element agreement with the noun in gender/noun class) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB551m, GB170, GB171, GB172, GB198","GB560drmc","yes","GB170, GB171, GB172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-AGR-NUM","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: NP element agreement with the noun in number) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB945m, GB184, GB185, GB186","GB561drmc","yes","GB184, GB185, GB186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-CAS-2","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: case for pronominal arguments) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB071, GB073, GB480m","GB549drmc","yes","GB071, GB073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-CAS-3","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: case for non-pronominal arguments) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB070, GB072, GB480m","GB553drmc","yes","GB070, GB072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-CAS-4","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: case for oblique NPs) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB072, GB073, GB480m","GB887drmc","yes","GB072, GB073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-CAS-5","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: case for core arguments) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB070, GB071, GB480m","GB888drmc","yes","GB070, GB071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-DIA-1","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: diminutive marking)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition)","GB314, GB187","GB701drm","yes","GB314c, GB187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-DIA-2","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: augmentative marking)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition)","GB315, GB188","GB702drm","yes","GB315c, GB188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-DIA-3","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: diminutive/augmentative marking via gender/noun class) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB551m, GB314, GB315","GB703drmc","yes","GB314c, GB315c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-DIA-4","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: diminutive/augmentative marking via other means than gender/noun class)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition)","GB187, GB188","GB704drm","yes","GB187, GB188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-NEU-1","mixed/non-cohesive state -- this variable tracks several unrelated phenomena, such that neither 0 nor 1 represent cohesive states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full removal","NA","NA","NA","GB400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-NUM-02","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: singular marking of NPs) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB945m, GB316, GB042","GB951drmc","yes","GB316, GB042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-NUM-03","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: dual marking of NPs) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB945m, GB317, GB043","GB952drmc","yes","GB317, GB043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-NUM-04","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: trial marking of NPs) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB945m, GB319, GB165","GB953drmc","yes","GB319, GB165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-NUM-05","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: paucal marking of NPs) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB945m, GB320, GB166","GB954drmc","yes","GB320, GB166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-NUM-06","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: plural marking of NPs) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB945m, GB318, GB044","GB955drmc","yes","GB318, GB044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-NUM-07","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: phonologically free number marking) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB945m, GB316, GB317, GB318, GB319, GB320","GB990drmc","yes","GB316, GB317, GB318, GB319, GB320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-NUM-08","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: morphological number marking) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB945m, GB042, GB043, GB044, GB165, GB166","GB991drmc","yes","GB042, GB043, GB044, GB165, GB166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-RED-1","mixed/non-cohesive state -- what this variable tracks is a non-cohesive state (not verb or noun; could be numeral, adjective, demonstrative, etc)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full removal","NA","NA","NA","GB160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-REF-1","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: reflexive marking)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition)","GB114, GB305","GB850drm","yes","GB114, GB305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-REF-2","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: reciprocal marking)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition)","GB115, GB306","GB851drm","yes","GB115, GB306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-REF-3","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: phonologically bound marking of reflexives/reciprocals)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition)","GB114, GB115","GB852drm","yes","GB114, GB115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-REF-4","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: phonologically free marking of reflexives/reciprocals)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition)","GB305, GB306","GB853drm","yes","GB305, GB306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-SAP-3","mixed/non-cohesive state -- this variable does not track affixing type generally (exclusion of S/A/P), nor does it allow to track inflection or derivation generally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full removal","NA","NA","NA","GB079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-SAP-4","mixed/non-cohesive state -- this variable does not track affixing type generally (exclusion of S/A/P), nor does it allow to track inflection or derivation generally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full removal","NA","NA","NA","GB080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-SAP-5","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: preverbal morphological SAP-indexing) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB625m, GB090, GB092, GB094","GB623drmc","yes","GB090, GB092, GB094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-SAP-6","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: postverbal morphological SAP-indexing) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB625m, GB089, GB091, GB093","GB624drmc","yes","GB089, GB091, GB093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-SAP-7","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: S-indexing) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB625m, GB089, GB090","GB620drmc","yes","GB089, GB090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-SAP-8","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: A-indexing) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB625m, GB091, GB092","GB621drmc","yes","GB091, GB092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-SAP-9","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: P-indexing) – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB625m, GB093, GB094","GB622drmc","yes","GB093, GB094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-TAM-01","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: tense marking)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition)","GB082, GB083, GB084, GB121, GB309, GB521","GB557drm","yes","GB121, GB521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-TAM-02","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: mood marking)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition)","GB119, GB312, GB519","GB558drm","yes","GB119, GB312, GB519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-TAM-03","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: aspect marking)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition)","GB086, GB120, GB520","GB559drm","yes","GB086, GB120, GB520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-TAM-12","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: morphological TAM-marking)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition)","GB086, GB312, GB082, GB083, GB084","GB777drm","yes","GB580mcc, GB086, GB312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-TAM-13","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: TAM marking by an inflecting word)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition)","GB119, GB120, GB121","GB500drm","yes","GB119, GB120, GB121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-TAM-14","create meta-variable to disentangle originally combinatoric variables into their dimensionality-recomposing variables (here: TAM marking by a non-inflecting word)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition)","GB519, GB520, GB521","GB501drm","yes","GB519, GB520, GB521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-WOO-1","recode to exclude the mixed/intermediate state ""3"" -- note that for all word order variables involving two elements, variable states denoting no dominant order are excluded rather than binarized so as not to massively boost the weight of word order in the full dataset. Most languages do have a dominant word oder.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"remove mixed/intermediate state","GB024","GB024ri","yes","GB024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-WOO-2","recode to exclude the mixed/intermediate state ""3"" -- note that for all word order variables involving two elements, variable states denoting no dominant order are excluded rather than binarized so as not to massively boost the weight of word order in the full dataset. Most languages do have a dominant word oder.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"remove mixed/intermediate state","GB025","GB025ri","yes","GB025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-WOO-3","recode to exclude the mixed/intermediate state ""3"" -- note that for all word order variables involving two elements, variable states denoting no dominant order are excluded rather than binarized so as not to massively boost the weight of word order in the full dataset. Most languages do have a dominant word oder.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"remove mixed/intermediate state","GB065","GB065ri","yes","GB065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-WOO-4","recode to exclude the mixed/intermediate state ""3"" -- note that for all word order variables involving two elements, variable states denoting no dominant order are excluded rather than binarized so as not to massively boost the weight of word order in the full dataset. Most languages do have a dominant word oder.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"remove mixed/intermediate state","GB193","GB193ri","yes","GB193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-WOO-5","recode to exclude the mixed/intermediate state ""3"" -- note that for all word order variables involving two elements, variable states denoting no dominant order are excluded rather than binarized so as not to massively boost the weight of word order in the full dataset. Most languages do have a dominant word oder.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"remove mixed/intermediate state","GB203","GB203ri","yes","GB203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"design","D-WOO-6","recode to exclude the mixed/intermediate state ""3"" -- note that for all word order variables involving two elements, variable states denoting no dominant order are excluded rather than binarized so as not to massively boost the weight of word order in the full dataset. Most languages do have a dominant word oder.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"remove mixed/intermediate state","GB130","GB130ri","yes","GB130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
