"","glottocode","TLI0549","TLI0552","TLI0559","TLI0560","TLI0570","TLI0578","TLI0580","TLI0582","TLI0589","TLI0592","TLI0596","TLI0597","TLI0598","TLI0604","TLI0860","TLI0891","TLI0892","TLI0893","TLI0958","TLI0959","TLI1044","TLI1083","TLI1099","TLI1100","TLI1101","TLI1102","TLI1112"
"4201","wang1291","?","False","False","?","False","False","False","?","?","?","?","?","?","?","?","True","False",NA,"FALSE","?",NA,"?","FALSE","TRUE","?","FALSE","?"
"4202","west2369","False","False","False","False","False","False","True","False","False","False","False","?","False","False","decimal","True","True","False","TRUE","FALSE","first/one-th, two-th, three-th","logical meanings","FALSE","FALSE","FALSE","FALSE","BarkAndSkin"
"4204","west2632","?","?","?","?","?","?","?","?","?","?","?","?","?","?","decimal","?","?","?","TRUE","?","first/one-th, two-th, three-th","?","?","?","?","?","?"
"4208","yagu1244","True","False","?","?","False","False","?","False","False","False","True","?","False","?","decimal","?","?","False","?","?","?","?","?","FALSE","FALSE","FALSE","Neither"
"4209","yaqu1251","False","False","?","?","False","False","?","False","False","False","False","?","False","?","vigesimal","?","?","False","TRUE","?","one-th, two-th, three-th","?","?","FALSE","FALSE","FALSE","?"
"4210","yidi1250","?","False","False","?","?","False","False","?","?","?","?","?","?","?","restricted","True","True",NA,"?","?","?","?","?","?","?","FALSE","?"
"4211","yima1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","vigesimal","?","?",NA,"TRUE","FALSE","first, two-th, three-th","?","?","?","?","?","?"
"4226","iraq1241","False","False","False","False","False","False","True","False","False","False","False","?","False","False","decimal","True","False","True","TRUE","TRUE","first, two, three","?","TRUE","FALSE","FALSE","FALSE","Neither"
"4233","laoo1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","affective meanings","FALSE","FALSE","?","?","?"
"4234","lush1249","True","False","False","True","True","False","True","False","True","False","?","?","False","True","?","True","False","False","?","?","?","?","FALSE","FALSE","?","FALSE","BarkAndSkin"
"4241","nupe1254","True","True","False","?","?","?","False","?","?","?","False","False","False","?","?","True","False","?","?","?","?","?","FALSE","FALSE","?","?","?"
"4243","ramk1239","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","?",NA,"?","FALSE","FALSE","?","?","?"
"4250","thai1261","True","True","?","?","?","False","?","True","False","False","False","?","False","?","decimal","?","?","False","TRUE","FALSE","first/one-th, two-th, three-th","affective meanings","FALSE","FALSE","FALSE","FALSE","Neither"
"4252","urub1250","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","TRUE","?","?","?"
"4257","yoru1245","True","True","False","?","?","?","False","?","?","?","False","True","False","?","vigesimal","True","False","?","TRUE","TRUE","one-th, two-th, three-th","affective meanings","FALSE","FALSE","?","?","?"
